iter	RMSE
804	0.0757765545
805	0.07577515475
806	0.07577153731
807	0.07576896139
808	0.07576689355
809	0.07576588687
810	0.07576214467
811	0.07575977004
812	0.07575800727
813	0.07575527731
814	0.07575375791
815	0.07575217994
816	0.07574888785
817	0.07574627963
818	0.07574216026
819	0.07574057468
820	0.07573701225
821	0.07573573742
822	0.07573270193
823	0.07573014372
824	0.07572849475
825	0.07572258417
826	0.07571967363
827	0.07571714989
828	0.07571609246
829	0.07571212546
830	0.07571008926
831	0.07570614292
832	0.07570398892
833	0.07570295614
834	0.07569904682
835	0.0756974611
836	0.07569629756
837	0.07569374607
838	0.07569224004
839	0.07569109602
840	0.07569005124
841	0.07568806225
842	0.07568688518
843	0.07568584623
844	0.07568467378
845	0.0756834075
846	0.07568156814
847	0.0756802699
848	0.07567657596
849	0.07567462363
850	0.0756719754
851	0.07567125206
852	0.07566830105
853	0.07566597424
854	0.07566507927
855	0.07566352264
856	0.07566187748
857	0.07566017959
858	0.0756582958
859	0.07565644611
860	0.07565536623
861	0.07565211903
862	0.07565036074
863	0.07564909022
864	0.07564769469
865	0.07564686676
866	0.07564552398
867	0.07564472792
868	0.07564321211
869	0.07564214248
870	0.0756395662
871	0.07563798053
872	0.07563708314
873	0.07563598327
874	0.07563512141
875	0.07563420962
876	0.07563331007
877	0.07563135667
878	0.07563055218
879	0.07562921068
880	0.07562733139
881	0.0756258268
882	0.07562338665
883	0.07562201567
884	0.07562027379
885	0.07561946194
886	0.07561828128
887	0.07561661679
888	0.07561571779
889	0.07561474248
890	0.0756125676
891	0.07561185475
892	0.07561112396
893	0.0756100517
894	0.07560877775
895	0.075608169
896	0.07560739994
897	0.07560642184
898	0.07560569019
899	0.07560481522
900	0.07560299722
901	0.07560207805
902	0.07560161485
903	0.07560104095
904	0.07560071139
905	0.07559994158
906	0.07559898727
907	0.07559632637
908	0.07559530108
909	0.07559443594
910	0.07559393613
911	0.07559306923
912	0.07559240459
913	0.07559179138
914	0.0755892018
915	0.07558859427
916	0.07558560682
917	0.07558452759
918	0.07558359701
919	0.07558247619
920	0.07558196949
921	0.07558128691
922	0.07558080544
923	0.07557925778
924	0.07557833361
925	0.07557772133
926	0.07557658361
927	0.07557607208
928	0.07557560396
929	0.07557483753
930	0.07557393654
931	0.07557329036
932	0.07557276966
933	0.07557206214
934	0.07557140988
935	0.07557048857
936	0.07556968131
937	0.0755681892
938	0.07556739972
939	0.07556697082
940	0.07556622825
941	0.07556550551
942	0.07556455055
943	0.0755637709
944	0.07556265775
945	0.07556137271
946	0.07556086126
947	0.07555997318
948	0.07555960379
949	0.07555908586
950	0.07555851163
951	0.0755575837
952	0.07555690637
953	0.0755563877
954	0.07555513874
955	0.07555436905
956	0.07555308654
957	0.07555258014
958	0.07555196719
959	0.07555138945
960	0.07555057753
961	0.07554979815
962	0.07554810559
963	0.07554752243
964	0.07554711367
965	0.07554675476
966	0.07554594876
967	0.07554561405
968	0.07554532508
969	0.07554499861
970	0.07554444127
971	0.07554340463
972	0.07554300896
973	0.07554239173
974	0.07554175679
975	0.07554152495
976	0.07554087494
977	0.07553997527
978	0.07553959591
979	0.0755382997
980	0.07553794873
981	0.07553715529
982	0.07553695467
983	0.07553668697
984	0.07553616391
985	0.07553560953
986	0.07553521638
987	0.07553477518
988	0.075534512
989	0.07553418624
990	0.07553307081
991	0.07553264515
992	0.07553236703
993	0.07553162725
994	0.07553140757
995	0.07553116246
996	0.0755306381
997	0.07553031961
998	0.07552978246
999	0.07552946018
